"label","sentence"
"0","built in the 19th century as a luxurious, ivory colored villa, the hotel still maintains the elegant look of days gone by in its marble floors, carved wood panels, chandeliers and draperies. {{url}} #luxuryhotel #italy {{url}}"
"0","preiss bronze and ivory, bathers, circa 1925, sold for $50,000 in 2013, now banned in the u.s. rt #artdeco #auction {{url}}"
"0","whats the name of this anti-war, anti-nwo band with the middle-eastern riffs? (live at {{url}})"
"0","{{mention}} super cool! thanks! last time i funded something on such a platform it was {{mention}} and wasteland 2. fun party :)"
"0","in tomorrow’s weekly sale a large selection of ercol windsor elm furniture.

#ercol #ercolfurniture #gorringes #auctionhouse #antiques #collectables #canaletto #fineart #clocks #objectsdart  #jewellery #jewelry #silver #watches #decorativearts #medals #auctions #auctionsales {{url}}"
"0","the ivory education institute attends cites meetings to remind the world that ivory is a unique and historically vital material and that ivory is not exclusively produced by elephants, but is also a product of walruses, narwhals, boars, warthogs, hypos, whales and mammoths."
"0","rt {{mention}}: 1973-74 kawasaki kx 125 250 400 450 kt 250 fuel cap rare white nos oem 51049-022 {{url}} {{url}}"
"0","rt {{mention}}: if you’re looking to upgrade your mask game and protect yourself, please visit and find a location near you: {{url}}"
"0","ending tomorrow, wednesday 2nd december. #christmasgifts #bid #woolleyandwallis {{url}}"
"0","rt {{mention}}: antiques atlas - a large royal worcester blush ivory pot pourri {{url}} via {{mention}}"
"0","excited to share the latest addition to my #etsy #etsyjewelry #etsycanada shop: #vintage #owls #owlearrings #cloisonné owl #retroearrings #crowvanity #jewelry #freeshipping #etsysale #birthday {{url}} {{url}}"
"0","rt {{mention}}: rare antique sitzendorf couple in love white blanc & gold porcelain figurine 6"" {{url}} {{url}}"
"0","used vietnam us army ground forces command forcecom subdued patch u.s. military {{url}} {{url}}"
"0","rt {{mention}}: new used tack saddle bags leather rough out, western gift, black motorcycle bags {{url}} {{url}}"
"0","it's just snow people. it's not magic."
"0","1930's celebrated paintings and interior views of the us capitol folder postcard 18 lithograph set ephemera americ {{url}} {{url}}"
"0","rt {{mention}}: rare antique germany porcelain ornate demitasse ""think of me"" cup saucer luster {{url}} {{url}}"
"0","original 1957 gpo 332l vintage ivory bakelite telephone. converted & working {{url}} via {{mention}} #gpo #bakelite #vintage #ivorytelephone #ebay"
"0","hey {{mention}} any coupon codes i can use on my purchase? {{url}} via {{mention}}"
"0","visit us for our may exhibition in london this week. enjoy this unusual black-glazed trompe l'oeil wall vase with faux-
ivory celadon stand (qianlong period) from the private collection of baron 
nathaniel de rothschild.  
#asiaweek #london #littletonandhennessyasianart {{url}}"
"0","my mom had a debilitating case of tuberculosis in india, and she calls it her ""first pandemic"" {{url}}"
"0","good luck to fact (friends of antique cultural treasures), who are challenging the ivory act in the court of appeals today on behalf of ivory dealers and collectors #ivoryban #ivoryact"
"0","rt {{mention}}: 'fast & furious 7' producer -- movie will have to wait -- it's time to grieve {{url}}"
"0","rt {{mention}}: rare antique african art carved wood fetish power figure {{url}}"
"0","rt {{mention}}: that there is a starship enterprise implies the existence of a starship pro and a starship free"
"0","is this thing on?"
"0","{{mention}} {{mention}} sounds like we need to relaunch mego portable profiles :-) {{url}}"
"0","we have a treasure chest of new and exciting goodies! this antiqued french candelabra is heavily distressed to reveal the layers of age in a beautiful patina of grey, gold and ivory. {{url}} {{url}}"
"0","on a date with a hot woman."
"0","{{mention}} to me it’s more about what freud calls the narcissism of small differences. we can debate how stupid her comment is. we can’t debate whether this is at all important in the grand scheme of things. it just clearly isn’t."
"0","loved this video on zero-knowledge proofs: {{url}}"
"0","{{mention}} it seems that the interest in these netsuke will drop off soon since 90% of the antique ones are made of ivory and our silly government has agreed to ban the trade in these beautiful works of art"
"0","#starsandstripes wishing all our #american clients and friends a very happy #thanksgiving. featured lots: 1096, 1086 & 1170 from the #christmas gifts online auction. bid until 10am on 2nd december: {{url}} {{url}}"
"0","such a wonderful vegan alternative to ivory. no animals were harmed in the making of these earrings. x

#vegan #ivory #earlings #jewellery #sustainable {{url}}"
"0","sold in today’s book sale for £10,000
lot 72 , repton, humphry - sketches and hints on landscape gardening, oblong folio, calf gilt, with 10 hand-coloured plates with overslips, and 6 uncoloured plates, 4 with overslips, london, [1794]
#repton #landscapegardening #sold #gorringes {{url}}"
"0","harvard law record opposes crazy ma ban on antique ivory {{url}} 
{{mention}} 
{{mention}} {{mention}} #gunrights"
"0","captivating high quality mammoth ivory carving of a bear family laid on teak wood
{{url}} {{url}}"
"0","rt {{mention}}: a free sign-up to meet donald trump?

you know what to do… {{url}}"
"0","sold in yesterday’s weekly sale for £3,200 - lot 601 , english school (19th century), oil on canvas.
(reputedly thomas sheridan, father of jane georgiana seymour, duchess of somerset (1809-1884) #englishschool #oiloncanvas #portrait #gorringes #auction {{url}}"
"0","also same french estate import this lovely antique french ivory 1860s-1870s pink silk lined box with mirror, brush and comb {{url}}"
"0","big news. congratulations to the newly expanded {{mention}} team! {{url}}"
"0","{{mention}} {{mention}} federal law prohibits ivory now.  this law only extends to antiques and is opposed by museums, historical societies."
"0","early xx century metal #square shelf.
#vintage #modern #vintageshop #deco #decoration #elrastro #madrid #style #instadecor #instaantiques #interior #design #inspiration #interiors #homedecor #antiquesdealersofinstagram #antiqueshop #art {{url}}"
"0","a pair of #brass bar #stool, #70s
#vintage #modern #vintageshop #deco #decoration #elrastro #madrid #style #instadecor #instaantiques #interior #design #inspiration #interiors #homedecor #antiquesdealersofinstagram #antiqueshop #art {{url}}"
"0","stunning hand carved mammoth ivory carving of a family of rabbits eating carrots.
{{url}} {{url}}"
"0","the #furniture, #worksofart & #clocks #auction is fast approaching on wednesday 21st october.
this man in the mirror (lot 63) is a life-size 19th century pine artist’s lay figure admiring himself in an early 19th century trumeau mirror (lot 191). #woolleyandwallis {{url}}"
"0","rt {{mention}}: introducing…icon!! {{mention}}’s new lipstick collection 💋💄a curated range of 10 bold reds & classic nudes. {{url}}"
"0","we are recruiting administration staff
for more information please contact
natalie milsted | {{email}} | 01722 424599 | 51-61 castle street, salisbury, wiltshire, sp1 3su #recruitment #salisburyjobs #jobsinsalisbury #salisbury #auctionjobs #staffwanted {{url}}"
"0","rt {{mention}}: we were lucky to have {{mention}} from the {{mention}} shed light on the complicated media landscape we live in, namely: how do w…"
"0","rt {{mention}}: . {{mention}} 
live #auction 25th oct @ 9:30am bst
view all the catalogues & bid live from home here: {{url}}"
"0","⚱️⚱️shibayama inlay (shibayama zōgan) is a lacquer art form distinguished by high relief carved inlays made from shell, coral, tortoiseshell, and ivory. many gorgeous shibayama crafts were exported during the... {{url}}"
"0","fantastic carved #ivory rabbit cane ca.1890 will be banned by hb5578 in ct, call your reps and rt #easter  #antiques {{url}}"
"0","vintage ivory linen drawn work handkerchief w/flowers, wedding bridal ladies collectible hankie hanky by gracesvintagegarden {{url}}"
"0","plaster #sculpture by #arisroskam, the netherlands.
#art {{url}}"
"0","rt {{mention}}: 🚨culture cards x {{mention}} giveaway!!🚨

💰4 culture cards #nfts + 250k $dmr to winners!💎

🥇1 winner gold big pun nft + 1…"
"0","{{mention}} #botecdoratinho"
"0","{{mention}} ngl that looks good"
"0","holy smokes but some kind of confirmation/help ticket would be helpful"
"0","a set of african wood #sculpture heads.
#vintage #modern #vintageshop #deco #decoration #elrastro #madrid #style #instadecor #instaantiques #interior #design #inspiration #interiors #homedecor #antiquesdealersofinstagram #antiqueshop #art {{url}}"
"0","baule figure with beautiful carving detail from ivory coast, early 20th c. measuring 40.5 cm
 
provenance: private collection, california, usa

for sale from {{mention}}ican_art 
{{url}} {{url}}"
"0","read ""stephen king revisited"" by {{mention}} for free here: {{url}} -- {{url}}"
"0","hey everyone i made $386 today check out how i made it! {{url}}"
"0","here's the bad guys, not antique and gun collectors. #saveelephants #gunrights #2ndamendment #intlforestday #ivory {{url}}"
"0","sumptuous ivory silk quilt bedspread {{url}} {{url}}"
"0","opening a coin laundry dedicated to only accepting them madam maya angelou’s??"
"0","the furniture, works of art & clocks catalogue can
now be viewed on our website: {{url}} 

the auction will take place on wednesday 22nd
september 2021. 

#woolleyandwallis #auction #auctionhouse #furniture #worksofart #clocks #antiquefurniture {{url}}"
"0","gorringe’s auctioneers, are privileged to have been instructed to offer for sale on tuesday december 7th - the michael farebrother collection of  ‘papers concerning h.m the queen & her family’ offered for sale for the first time.
{{url}} #gorringes {{url}}"
"0","this is the kind of unconditional love for animals that should be in all of us. then none of us would buy ivory,... {{url}}"
"0","antiques collectors/dealers entering usa make sure your paper work is in order regarding antique items, in ivory, tortoiseshell, feathers,."
"0","rt {{mention}}: disney frozen keychain anna princess 2.75"" plastic figure 2017 keyring - new {{url}} {{url}}"
"0","{{mention}} which one ?"
"0","screw workkk today :( i hate waking up in the rain - this news article is so motivational!! {{url}}"
"0","this antique portrait miniature on #ivory  banned by hb5578.  {{mention}}  {{mention}} {{mention}} {{mention}} {{url}}"
"0","{{mention}} and on a lighter note, i feel like you and {{mention}} should totally be friends."
"0","rt {{mention}}: when my great grandfather immigrated here to the us (1930 pre- holocaust) his certificate of citizenship was very clear as t…"
"0","it’s {{mention}} {{url}}"
"0","vintage carborundum razor honing sharpening stone in leather pouch case niagara falls ny abrasives hone {{url}} {{url}}"
"0","this beauty fitted is the first of two this is the ivory stovax huntingdon 28 #stovax #chislehurst #kent #woodburners #multifuel #cosyfires {{url}}"
"0","fine jewellery entries invited for our winter sale.

gorringe’s winter fine sale tuesday 7th december. entry deadline 17th november.

{{url}}

#consign #gorringes #jewellery #jewelry #finejewelry #finejewellery #antiquejewelry {{url}}"
"0","vintage wood bottle opener ""cronies"" eclipse knitting mills new york broadway ny advertising textile company {{url}} {{url}}"
"0","{{mention}} {{mention}} lol you really think you did something huh smh"
"0","{{mention}} {{mention}} apple music. 🤷"
"0","excited to share the latest addition to my #etsy #etsycanada #etsyvintage shop: #vintage #millefiori #blownglasscat #muranoglass #kitten #catsoftwitter #christmascat #calicocat #minicat #vintagevigo #canada #birthday #christmas #glasscat #vintagecanada {{url}} {{url}}"
"0","""misinformation is a complex problem. technology, governments, science institutions, educators and the public all have a part to play in assuring the quality of scientific information that underpins so much of our day-to-day lives.""

{{url}} {{url}}"
"0","rt {{mention}}: why tolling on chciago's lake shore drive is a bad idea:  {{url}}"
"0","{{mention}} would you consider adding an rss feed?"
"0","looking for positive attitude and the “nothing is impossible”-mindset, look no further, see this documentary about {{mention}} and how he and his team claimed all 14 peaks over 8000m in 7mo. (my everest and two others in 48h) {{url}}"
"0","{{mention}} {{mention}} i've been waiting 5 months for wave support to follow up on some issues. i've emailed several times, but no movement. can someone please make this a priority, it's very frustrating."
"0","autumn is officially here and this impressive daum nancy mushroom shaped table lamp will be lighting up the design auction on wednesday 7th october. 
lot 464 - view here: {{url}}
#daumnancy #mushroomlamp #design #france #daum #nancy #woolleyandwallis {{url}}"
"0","vintage silver tone half round mod tie bar clasp tie clip {{url}} {{url}}"
"0","{{mention}} why isn’t everything already this? like repo man “beer” but computer generated sludge {{url}}"
"0","rosenthal continental sanssouci soup bowl and under plate ivory rose pastorale double handled {{url}}"
"0","omg havent been on this in ages haha and i havent a clue what to say :p"
"0","i challenged wo hao niu cha and won:) challenge players from around the world! #brainwars
{{url}} {{url}}"
"0","antiques atlas - a large royal worcester blush ivory pot pourri {{url}} via {{mention}}"
"0","high quality mammoth ivory carving of a family of rabbits eating carrots laid on teak wood
{{url}} {{url}}"
"0","selling 2 leeds fest sunday tickets dm #leedsfestival"
"0","{{mention}} shine on you crazy diamond..."
"0","excited to share the latest addition to my #etsy #etsyjewelry #etsycanada shop: #vintage #unicorns #earrings #pewterearrings #loopearrings #unicornearrings #crowvanity #jewelrysale #freeshipping sale #pewter #christmas {{url}} {{url}}"
"0","stunning high quality mammoth ivory carving of a family of monkeys laid on teak wood
{{url}} {{url}}"
"0","el cid gallery is an antique and art gallery.
we specialize in mammoth ivory carvings, porcelain and contemporanei… {{url}}"
"0","{{mention}} i believe we should destroy any ivory illegally being sold & tax sales of antique ivory & give the money to the conservationists"
"0","here’s clifford’s fine sale preview video {{url}} #gorringes #fineart #auction #canaletto {{url}}"
"0","{{mention}} fascinating keepsake, further humanized by details like the torn brad holes and misspelling of “dispensed” in the last line of text. what a find!"
"0","new stock: #vintageafrican #warmask #guere #ivorycoast #africanmask figurine primitive carving sculpture wooden primitive #tribalart c1950-60's eve {{url}} a massive evolving inventory of african art in store. buy direct through our website and save! {{url}}"
"0","ebony and ivory {{url}}"
"0","family fun at the the french bedroom company! 
georgia's (not so little) boy jakjak on our brand new oversized giant cockerel ornament in a distressed gold and ivory finish. {{url}} {{url}}"
"0","rt {{mention}}: 100k terminals shipped!
{{url}}"
"0","original 1956 gpo 332l 'exchange' vintage ivory bakelite telephone. converted  {{url}} via {{mention}} #ebay #bakelite #ivorytelephone #gpo"
"0","i can be a bitch, too, if i try to be"
"0","original 1957 gpo 332l vintage ivory bakelite telephone. converted & working {{url}} via {{mention}} #vintage #bakelite #ivorytelephone"
"0","started rehearsals of mario o'hara's stageshow.  mario was able to attendthe reading rehearsals before he passed away 2 months ago."
"0","19th century meissen figurine of cupid sewing broken heart

buy this wonderful #meissenporcelainsculpture @ {{url}}

#ivoryandart #art #sculpture #sculptures #homedecor #homedecoration #summersale #summersales {{url}}"
"0","vintage lenox vase - fine china with a pink rose and golden leaves - classic ivory porcelain with 24k gold trim {{url}} via {{mention}}  #gotvintage #gvs #vintagelenox #lenoxvase #lenoxrosevase"
"0","vintage ivory linen handkerchief brussels style lace, wedding bridal ladies collectible hankie hanky by gracesvintagegarden {{url}}"
"0","#truth {{url}}"
"0","odesza, palo alto, ca: register for presale access & win meet & greet with odesza + more!: {{url}}"
"0","rt {{mention}}: when history meets technology. {{url}}"
"0","the new krasnogorsk 3 should be here in a month or two straight from russia. i have always wanted to shoot on 16mm film. more updates soon."
"0","{{mention}} {{mention}} {{mention}} {{mention}} {{mention}} this is insanity. what happens when permissiveness changes underlying behaviors. brazenness becomes the norm. hard to go back."
"0","big #midcentury bone veneered #box.
#decoration #style {{url}}"
"0","amazingly antique french 5 lite girandole candelabra lamp now on ebay. this lovely completely re-wired, 
 re-strung, re-hickeyed, 5 candle cover replaced, and handmade french crown light bulbs shades. dripping with czech crystals-gorgeous-this is heavy! {{url}}"
"0","#mazzega #murano #glass #sconce, #italy #70s
#vintage #modern #vintageshop #deco #decoration #elrastro #madrid #style #instadecor #instaantiques #interior #design #inspiration #interiors #homedecor #antiquesdealersofinstagram #antiqueshop #art {{url}}"
"0","i've just posted on my #elcidgallery blog about: mammoth ivory and feng shui {{url}}"
"0","rt {{mention}}: antiques atlas - pair of antique royal worcester blush ivory vases {{url}} via {{mention}}"
"0","louis masriera pendant with ivory, circa 1910.  oppose hb5578, please rt #artnouveau {{mention}} {{mention}} {{url}}"
"0","rt {{mention}}: pastors will pray for the fruit of the womb but never for the fruit of the testicle!- father angelbert chikere"
"0","{{mention}} could have and still could buy {{mention}} - hny sir."
"0","we have lovely ladies items for everyone and i mean everyone. stop by and see us or call. 419 ccpkwy cape coral fl. {{url}}"
"0","hot as fuuuck {{url}}"
"0","the uk government has blocked the export of two balthasar permoser ivory statuettes. {{url}} {{url}}"
"0","*179th (jan 2022) edition of emagazine presense*
editorial on {{mention}}  breach of security  +   making of indian constitution  +  exciting story of arya bhashyam who hoisted indian tri-colour  on 26th jan 1932
{{url}}

{{mention}}  {{mention}} {{url}}"
"0","rt {{mention}}: the gilded age needs to case jane krakowski in character as jenna maroney playing a character in the gilded age"
"0","carrington & co. london - a 19th century rosewood and etched ivory cased eight day mantel timepiece, lot 200 inour weekly sale, est £400-£600 #antiques #clocks #auction #lewes {{url}}"
"0","discover #europe as it blooms into colour with our flowers and gardens holidays! a treat for the eyes, visit the renowned #keukenhofpark or explore the incredible #floriadeexpo – a once a decade event! book your springtime escape today > {{url}} {{url}}"
"0","this whole crisis text line story is truly bizarre. the poor judgement involved boggles the mind. {{url}} {{url}}"
"0","what happens with ideologues take over the regulatory state? antiques become contraband {{url}}  #gunrights #antiques #ivory"
"0","i'm sooo not looking forward to getting up for work tomorrowwww - cant wait for this thing to work! {{url}}"
"0","rt {{mention}}: we are running a survey to help us better understand how we can best support our lgbtq+ communities 🏳️‍🌈🏳️‍⚧️ 

the survey is…"
"0","one person followed me and one person unfollowed me // automatically checked by {{url}}"
"0","{{mention}} {{mention}} congratulations!"
"0","a fantastic end to the year for the #woolleyandwallis english and european ceramics department. read more in the #bbc #bbcwiltshire article: 
{{url}}"
"0","rt {{mention}}: i wrote about the revival of the earn it act, which is bad and should go away

{{url}} {{url}}"
"0","rt {{mention}}: atq ""king kalakaua of hawaii"" royal book of autographs 2 crests-queen emma photo {{url}} {{url}}"
"0","vintage the ideal usa 2 blade black pocket knife {{url}} {{url}}"
"0","rt {{mention}}: waddle 🐧
waddle 🐧

#finsup x #dolphinselevator {{url}}"
"0","when you're between 1% and 2% compound monthly growth it doesn't feel as good as it used to.

it might be a stretch to call it a struggle. you're likely still growing faster than most established businesses your size.

but you rarely see other saas founders sharing those numbers."
"0","{{mention}} {{mention}} i ❤️ cody but i 100% approve of this decision"
"0","vintage camillus new york usa #21 cattle bone 2 blade serpentine pocket knife {{url}} {{url}}"
"0","hb5578 will require documentation the ivory on this finial is antique- hoping that will save elephants in africa??!! {{url}}"
"0","i just discovered this on poshmark: b. makowsky ivory leather top zip shoulder bag. {{url}} via {{mention}}"
"0","federal chest from portsmouth, sold by skinner for $270,000, banned if ma hb1275 passes {{mention}} #ivory #antiques {{url}}"
"0",".{{mention}} and {{mention}}: this is shameful! anti-#lgbt guidance is an affront to american values. {{mention}} {{mention}}"
"0","wordle 223 2/6

🟨🟩⬜⬜🟩
🟩🟩🟩🟩🟩 i’m new. is this how you do it?"
"0","rt {{mention}}: today… a (maskless) {{mention}} officer fails to remove dpw worker who has just *shoved* a guy and instead continues (with glo…"
"0","young girls today are looking for trouble posting pics like this, she does not look older then 14 {{url}}"
"0","#midcentury #biumble with #malachite fabrics by #jimthompson
#vintage #modern #vintageshop #deco #decoration #elrastro #madrid #style #instadecor #instaantiques #interior #design #inspiration #interiors #homedecor #antiquesdealersofinstagram #antiqueshop #art {{url}}"
"0","india elephant map #ivoryforelephants #stoppoaching #elephants for #ivory ! #animals #elephanttree {{url}}"
"0","and when the exemption ends, won't it be wonderful to see all the 200 year old elephants come back to life. sadly, beautiful items like yours will be destroyed for scrap and meanwhile the hideous trade in modern ivory will continue practically unhindered."
"0","the only thing in wiring we left is the very old slide switch & it's cord as it works perfectly"
"0","jan 27, 2021 (7 pm - 9 pm) - resources for small business owners {{url}}"
"0","{{mention}} experienced grapefruit flavor and disappointed not to get it again in our next pack. is this real?! so much better than orange!"
